run,C,Unnamed: 0,algorithm,alpha,bootstrap,cache_size,coef0,copy_X,criterion,degree,epsilon,fit_intercept,gamma,kernel,l1_ratio,leaf_size,max_depth,max_features,max_iter,max_leaf_nodes,mean_absolute_error,mean_squared_error,median_absolute_error,metric,metric_params,min_impurity_decrease,min_impurity_split,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,n_jobs,n_neighbors,normalize,oob_score,p,positive,precompute,presort,r2_score,random_state,selection,shrinking,splitter,tol,verbose,warm_start,weights
7a6d4cba,,LAQ824,kd_tree,,,,,,,,,,,,,30.0,,,,,0.13815748211090667,0.032682908229480535,0.11434549193400427,minkowski,,,,,,,,-1.0,19.0,,,1.0,,,,-0.0502871084900125,,,,,,,,distance
7a6d4cba,,LFM-A13,kd_tree,,,,,,,,,,,,,30.0,,,,,0.06707740483385448,0.005925400430440004,0.0646591497758046,minkowski,,,,,,,,-1.0,26.0,,,1.0,,,,-0.014330114696607056,,,,,,,,uniform
7a6d4cba,,PHA-665752,kd_tree,,,,,,,,,,,,,30.0,,,,,0.06086338664376036,0.007947177915606745,0.03712937569151978,minkowski,,,,,,,,-1.0,27.0,,,1.0,,,,-0.1554758893682453,,,,,,,,distance
7a6d4cba,,Saracatinib,kd_tree,,,,,,,,,,,,,30.0,,,,,0.12832996071335162,0.03386558601005203,0.08678583403158692,minkowski,,,,,,,,-1.0,14.0,,,4.0,,,,-0.0014895307470152994,,,,,,,,distance
7a6d4cba,,Sunitinib,ball_tree,,,,,,,,,,,,,30.0,,,,,0.19320404526255625,0.05624767194571114,0.19451123439918191,minkowski,,,,,,,,-1.0,20.0,,,2.0,,,,0.1203456477219078,,,,,,,,distance
86ce7589,,AEW541,ball_tree,,,,,,,,,,,,,30.0,,,,,0.1410222960651368,0.0334625308830424,0.0991781382538246,minkowski,,,,,,,,-1.0,4.0,,,4.0,,,,-0.03721415866885214,,,,,,,,distance
86ce7589,,Crizotinib,kd_tree,,,,,,,,,,,,,30.0,,,,,0.13633132681572274,0.03177163735854062,0.10959877223074486,minkowski,,,,,,,,-1.0,13.0,,,1.0,,,,0.021979329905832626,,,,,,,,uniform
86ce7589,,Dovitinib,kd_tree,,,,,,,,,,,,,30.0,,,,,0.1484822877736636,0.03459566670590394,0.12619668018267746,minkowski,,,,,,,,-1.0,17.0,,,1.0,,,,0.1949827417906046,,,,,,,,distance
86ce7589,,Erlotinib,kd_tree,,,,,,,,,,,,,30.0,,,,,0.1354279003056652,0.035079514510758136,0.10548774339294073,minkowski,,,,,,,,-1.0,27.0,,,4.0,,,,0.148418044655953,,,,,,,,distance
86ce7589,,Irinotecan,ball_tree,,,,,,,,,,,,,30.0,,,,,0.10203917933899856,0.01818855700434815,0.08442423384327474,minkowski,,,,,,,,-1.0,8.0,,,4.0,,,,0.08947160343754522,,,,,,,,distance
86ce7589,,L-685458,ball_tree,,,,,,,,,,,,,30.0,,,,,0.10534779121241042,0.02336084949980938,0.07036984971792831,minkowski,,,,,,,,-1.0,21.0,,,1.0,,,,0.20163054333129335,,,,,,,,distance
86ce7589,,Lapatinib,ball_tree,,,,,,,,,,,,,30.0,,,,,0.13280561897090756,0.033441830635497195,0.09234243350797884,minkowski,,,,,,,,-1.0,20.0,,,2.0,,,,0.2867616387489119,,,,,,,,uniform
86ce7589,,Nilotinib,kd_tree,,,,,,,,,,,,,30.0,,,,,0.11457538367332205,0.02440786003420777,0.09376364110950036,minkowski,,,,,,,,-1.0,13.0,,,1.0,,,,0.21844655433253515,,,,,,,,distance
86ce7589,,Nutlin-3,ball_tree,,,,,,,,,,,,,30.0,,,,,0.0813132279201868,0.012573275953212835,0.05276653395739263,minkowski,,,,,,,,-1.0,22.0,,,2.0,,,,0.05024017913576606,,,,,,,,distance
86ce7589,,PD-0325901,ball_tree,,,,,,,,,,,,,30.0,,,,,0.16902102957085186,0.043160997879210204,0.13986026133785767,minkowski,,,,,,,,-1.0,12.0,,,3.0,,,,0.3960674392262468,,,,,,,,uniform
86ce7589,,PD-0332991,kd_tree,,,,,,,,,,,,,30.0,,,,,0.15325648523979485,0.03674000279146005,0.12094961900063853,minkowski,,,,,,,,-1.0,20.0,,,1.0,,,,0.024305791370208163,,,,,,,,distance
86ce7589,,PHA-665752,kd_tree,,,,,,,,,,,,,30.0,,,,,0.12854150405666004,0.02636416815992852,0.10716601461314523,minkowski,,,,,,,,-1.0,25.0,,,1.0,,,,0.03476164184528818,,,,,,,,distance
86ce7589,,PLX-4720,ball_tree,,,,,,,,,,,,,30.0,,,,,0.0958078114545536,0.018975525853035826,0.06907576558383717,minkowski,,,,,,,,-1.0,21.0,,,2.0,,,,0.28694582326851314,,,,,,,,uniform
86ce7589,,Paclitaxel,kd_tree,,,,,,,,,,,,,30.0,,,,,0.12893226139251074,0.030165490758437705,0.08809216335282916,minkowski,,,,,,,,-1.0,8.0,,,4.0,,,,0.1366374241991808,,,,,,,,distance
86ce7589,,Panobinostat,ball_tree,,,,,,,,,,,,,30.0,,,,,0.0228546691123073,0.001259225812785962,0.01775347830072238,minkowski,,,,,,,,-1.0,17.0,,,1.0,,,,0.03306776384471555,,,,,,,,distance
86ce7589,,RAF265,ball_tree,,,,,,,,,,,,,30.0,,,,,0.1502197482888678,0.03671194922247818,0.10845924400461893,minkowski,,,,,,,,-1.0,20.0,,,1.0,,,,-0.022007398196603575,,,,,,,,distance
86ce7589,,Selumetinib,ball_tree,,,,,,,,,,,,,30.0,,,,,0.15117283927843655,0.03447393445721235,0.1265603544747213,minkowski,,,,,,,,-1.0,8.0,,,2.0,,,,0.4412803328395345,,,,,,,,distance
86ce7589,,Sorafenib,ball_tree,,,,,,,,,,,,,30.0,,,,,0.076081493973128,0.01146840412646128,0.0485640477288212,minkowski,,,,,,,,-1.0,18.0,,,1.0,,,,0.14438984603418747,,,,,,,,uniform
86ce7589,,TAE684,ball_tree,,,,,,,,,,,,,30.0,,,,,0.2036438884144237,0.06267374373567615,0.18993292074471804,minkowski,,,,,,,,-1.0,12.0,,,1.0,,,,0.010168995246247814,,,,,,,,uniform
86ce7589,,Vandetanib,ball_tree,,,,,,,,,,,,,30.0,,,,,0.15514310463602013,0.03965217003623056,0.11284574502668986,minkowski,,,,,,,,-1.0,23.0,,,2.0,,,,0.0979579301264376,,,,,,,,uniform
39ef01c2,,AMG-706,ball_tree,,,,,,,,,,,,,30.0,,,,,0.07062646106933868,0.009540558338434377,0.060835765237346,minkowski,,,,,,,,-1.0,21.0,,,1.0,,,,0.009607901982258582,,,,,,,,uniform
39ef01c2,,AS601245,ball_tree,,,,,,,,,,,,,30.0,,,,,0.15779085217351607,0.03812167449955189,0.13874637471404944,minkowski,,,,,,,,-1.0,26.0,,,2.0,,,,0.11693302747104163,,,,,,,,distance
39ef01c2,,AZ628,ball_tree,,,,,,,,,,,,,30.0,,,,,0.17605970060980194,0.05410423967303117,0.12947570126468402,minkowski,,,,,,,,-1.0,11.0,,,1.0,,,,0.13045117325974145,,,,,,,,distance
39ef01c2,,AZD7762,ball_tree,,,,,,,,,,,,,30.0,,,,,0.1921136545485216,0.05353661457245328,0.17485248253453078,minkowski,,,,,,,,-1.0,25.0,,,1.0,,,,0.18764638575550907,,,,,,,,uniform
39ef01c2,,BMS-536924,kd_tree,,,,,,,,,,,,,30.0,,,,,0.213787828807352,0.06566902243496171,0.1878645172710931,minkowski,,,,,,,,-1.0,28.0,,,2.0,,,,0.1081575042241628,,,,,,,,distance
39ef01c2,,Bexarotene,kd_tree,,,,,,,,,,,,,30.0,,,,,0.09843232454920056,0.015503182834964472,0.09625206083410527,minkowski,,,,,,,,-1.0,28.0,,,1.0,,,,0.06736924665989917,,,,,,,,distance
39ef01c2,,CMK,ball_tree,,,,,,,,,,,,,30.0,,,,,0.15840452636267213,0.036530812227919866,0.13287425139023218,minkowski,,,,,,,,-1.0,14.0,,,1.0,,,,-0.13621160913850194,,,,,,,,distance
39ef01c2,,DMOG,ball_tree,,,,,,,,,,,,,30.0,,,,,0.16451058469584834,0.04456574784196257,0.13070050537946082,minkowski,,,,,,,,-1.0,19.0,,,1.0,,,,0.12997620124254772,,,,,,,,uniform
39ef01c2,,GW 441756,kd_tree,,,,,,,,,,,,,30.0,,,,,0.08061001873295022,0.009291565363105578,0.07569618016054924,minkowski,,,,,,,,-1.0,27.0,,,1.0,,,,-0.08836669538098807,,,,,,,,distance
39ef01c2,,Mitomycin,kd_tree,,,,,,,,,,,,,30.0,,,,,0.09692884154975646,0.01628596071599261,0.0785565952038918,minkowski,,,,,,,,-1.0,27.0,,,1.0,,,,0.13891470357464986,,,,,,,,distance
39ef01c2,,Nutlin-3,ball_tree,,,,,,,,,,,,,30.0,,,,,0.144634522095668,0.03544888940198071,0.1021535724549541,minkowski,,,,,,,,-1.0,23.0,,,1.0,,,,0.20615649869836936,,,,,,,,uniform
39ef01c2,,PD-0325901,kd_tree,,,,,,,,,,,,,30.0,,,,,0.1497693294280688,0.039757412713058736,0.11211679050567734,minkowski,,,,,,,,-1.0,12.0,,,1.0,,,,0.37683184817578297,,,,,,,,uniform
39ef01c2,,PD-0332991,ball_tree,,,,,,,,,,,,,30.0,,,,,0.14920246230281786,0.033270743052511896,0.14258004474627314,minkowski,,,,,,,,-1.0,22.0,,,1.0,,,,0.23029639454071804,,,,,,,,distance
39ef01c2,,PF-4708671,kd_tree,,,,,,,,,,,,,30.0,,,,,0.09799674811799797,0.016635561629994237,0.091011752682674,minkowski,,,,,,,,-1.0,28.0,,,1.0,,,,-0.03394941028689513,,,,,,,,uniform
39ef01c2,,PF-562271,kd_tree,,,,,,,,,,,,,30.0,,,,,0.11579897682386907,0.023415128079998054,0.09949379965160464,minkowski,,,,,,,,-1.0,22.0,,,1.0,,,,0.027658443400607743,,,,,,,,uniform
39ef01c2,,RDEA119,ball_tree,,,,,,,,,,,,,30.0,,,,,0.16737386410791005,0.04501032012384618,0.14090940604210994,minkowski,,,,,,,,-1.0,11.0,,,1.0,,,,0.3193569131752748,,,,,,,,distance
39ef01c2,,TAE684,ball_tree,,,,,,,,,,,,,30.0,,,,,0.19699865791959803,0.05799019284633525,0.16868055113793667,minkowski,,,,,,,,-1.0,10.0,,,1.0,,,,0.0007004624127713299,,,,,,,,distance
39ef01c2,,TW-37,kd_tree,,,,,,,,,,,,,30.0,,,,,0.14402434088284294,0.032798063970384365,0.12082652956763272,minkowski,,,,,,,,-1.0,16.0,,,1.0,,,,0.12925211034321482,,,,,,,,distance
39ef01c2,,Vorinostat,kd_tree,,,,,,,,,,,,,30.0,,,,,0.13038271844593724,0.02993775885848255,0.08928952090805281,minkowski,,,,,,,,-1.0,25.0,,,2.0,,,,0.4073409035995085,,,,,,,,distance
39ef01c2,,ZM-447439,kd_tree,,,,,,,,,,,,,30.0,,,,,0.12874772451837513,0.02719842801453221,0.10485143106473947,minkowski,,,,,,,,-1.0,10.0,,,1.0,,,,0.020864163166734118,,,,,,,,distance
bcd7cd1f,,17-AAG,kd_tree,,,,,,,,,,,,,30.0,,,,,0.25993062361365243,0.09850521592986312,0.2615916387934827,minkowski,,,,,,,,-1.0,24.0,,,3.0,,,,-0.05860597949137247,,,,,,,,uniform
bcd7cd1f,,Crizotinib,kd_tree,,,,,,,,,,,,,30.0,,,,,0.15602683759287686,0.04181976636550425,0.13158086765923693,minkowski,,,,,,,,-1.0,24.0,,,1.0,,,,-0.09037126269756146,,,,,,,,distance
bcd7cd1f,,Erlotinib,ball_tree,,,,,,,,,,,,,30.0,,,,,0.15580147961958166,0.04321899309733155,0.13001841789523969,minkowski,,,,,,,,-1.0,20.0,,,1.0,,,,-0.02279211059614949,,,,,,,,uniform
bcd7cd1f,,Lapatinib,ball_tree,,,,,,,,,,,,,30.0,,,,,0.14004115890813665,0.03233431595337353,0.12976524740098408,minkowski,,,,,,,,-1.0,28.0,,,3.0,,,,-0.05726398803370825,,,,,,,,uniform
bcd7cd1f,,Nilotinib,ball_tree,,,,,,,,,,,,,30.0,,,,,0.11526260630825913,0.026308456685477048,0.09095608093796212,minkowski,,,,,,,,-1.0,23.0,,,1.0,,,,-0.0578171885881611,,,,,,,,uniform
bcd7cd1f,,Nutlin-3,ball_tree,,,,,,,,,,,,,30.0,,,,,0.11917877542982627,0.025138211165815282,0.09887631732084004,minkowski,,,,,,,,-1.0,27.0,,,1.0,,,,-0.059164416447447625,,,,,,,,uniform
bcd7cd1f,,PD-0325901,kd_tree,,,,,,,,,,,,,30.0,,,,,0.2193763388120488,0.06849047457118293,0.21123839806725184,minkowski,,,,,,,,-1.0,29.0,,,3.0,,,,-0.040721570124690576,,,,,,,,uniform
bcd7cd1f,,PD-0332991,ball_tree,,,,,,,,,,,,,30.0,,,,,0.16246551978611454,0.038818166645403315,0.14220652275547446,minkowski,,,,,,,,-1.0,29.0,,,2.0,,,,-0.005201231571843268,,,,,,,,uniform
bcd7cd1f,,PHA-665752,kd_tree,,,,,,,,,,,,,30.0,,,,,0.1187604716032206,0.02283988842478081,0.09713527057374344,minkowski,,,,,,,,-1.0,28.0,,,3.0,,,,-0.05387068852178367,,,,,,,,distance
bcd7cd1f,,PLX-4720,kd_tree,,,,,,,,,,,,,30.0,,,,,0.13482086510357996,0.0366746314764149,0.09930680410222363,minkowski,,,,,,,,-1.0,27.0,,,4.0,,,,-0.026493347490692543,,,,,,,,uniform
bcd7cd1f,,Paclitaxel,kd_tree,,,,,,,,,,,,,30.0,,,,,0.24728188347987345,0.09193533170363556,0.22003545118174506,minkowski,,,,,,,,-1.0,29.0,,,4.0,,,,-0.05375780750550319,,,,,,,,uniform
bcd7cd1f,,Saracatinib,kd_tree,,,,,,,,,,,,,30.0,,,,,0.17683399895771074,0.049160682774894514,0.16599865120545518,minkowski,,,,,,,,-1.0,24.0,,,2.0,,,,-0.08218203818061331,,,,,,,,distance
bcd7cd1f,,Selumetinib,ball_tree,,,,,,,,,,,,,30.0,,,,,0.192809651128396,0.059990509668651326,0.17133706704680185,minkowski,,,,,,,,-1.0,24.0,,,4.0,,,,-0.021280710024886185,,,,,,,,uniform
bcd7cd1f,,Sorafenib,ball_tree,,,,,,,,,,,,,30.0,,,,,0.13777512318090562,0.03018509790250517,0.11710366647564498,minkowski,,,,,,,,-1.0,29.0,,,1.0,,,,-0.013868914085511051,,,,,,,,uniform
bcd7cd1f,,TAE684,kd_tree,,,,,,,,,,,,,30.0,,,,,0.20452678152155115,0.06081340082200905,0.1911480427351268,minkowski,,,,,,,,-1.0,29.0,,,2.0,,,,-0.0030339864858373033,,,,,,,,uniform
e45fb319,,17-AAG,kd_tree,,,,,,,,,,,,,30.0,,,,,0.2580723500673872,0.09674717237943464,0.23657370461886795,minkowski,,,,,,,,-1.0,21.0,,,1.0,,,,-0.06511950391693078,,,,,,,,uniform
e45fb319,,Crizotinib,kd_tree,,,,,,,,,,,,,30.0,,,,,0.14901619357986715,0.04123334895273505,0.12568924427222722,minkowski,,,,,,,,-1.0,25.0,,,4.0,,,,-0.053995642323561466,,,,,,,,uniform
e45fb319,,Erlotinib,ball_tree,,,,,,,,,,,,,30.0,,,,,0.1481848362704126,0.038272177738908085,0.1290131322835886,minkowski,,,,,,,,-1.0,22.0,,,2.0,,,,-0.016411931440104555,,,,,,,,distance
e45fb319,,Lapatinib,ball_tree,,,,,,,,,,,,,30.0,,,,,0.15109442341502202,0.041008070189066284,0.12409703828552655,minkowski,,,,,,,,-1.0,24.0,,,4.0,,,,-0.0316916016913138,,,,,,,,distance
e45fb319,,Nilotinib,ball_tree,,,,,,,,,,,,,30.0,,,,,0.11491605314321872,0.02462103167920011,0.09823712646046408,minkowski,,,,,,,,-1.0,29.0,,,1.0,,,,-0.10577193048675504,,,,,,,,distance
e45fb319,,Nutlin-3,ball_tree,,,,,,,,,,,,,30.0,,,,,0.12366107893910068,0.02686235712654204,0.1017988517463064,minkowski,,,,,,,,-1.0,27.0,,,4.0,,,,-0.039191672874826056,,,,,,,,uniform
e45fb319,,PD-0325901,ball_tree,,,,,,,,,,,,,30.0,,,,,0.2361531043392152,0.0812292379593406,0.21821843918413814,minkowski,,,,,,,,-1.0,24.0,,,4.0,,,,-0.06016734917261535,,,,,,,,uniform
e45fb319,,PD-0332991,ball_tree,,,,,,,,,,,,,30.0,,,,,0.17259201248536254,0.0437135329512436,0.16315340929356564,minkowski,,,,,,,,-1.0,22.0,,,1.0,,,,-0.07564115785251513,,,,,,,,uniform
e45fb319,,PHA-665752,kd_tree,,,,,,,,,,,,,30.0,,,,,0.10804112213819683,0.02160875483477461,0.08839222822674989,minkowski,,,,,,,,-1.0,24.0,,,4.0,,,,0.008506178612862736,,,,,,,,uniform
e45fb319,,PLX-4720,ball_tree,,,,,,,,,,,,,30.0,,,,,0.11947667012084118,0.03093450865547638,0.09088094106224576,minkowski,,,,,,,,-1.0,29.0,,,2.0,,,,-0.006373497075513822,,,,,,,,distance
e45fb319,,Paclitaxel,kd_tree,,,,,,,,,,,,,30.0,,,,,0.25601582059110106,0.09223707032588943,0.2321470914822163,minkowski,,,,,,,,-1.0,23.0,,,3.0,,,,-0.016844503092985352,,,,,,,,uniform
e45fb319,,Saracatinib,ball_tree,,,,,,,,,,,,,30.0,,,,,0.17529033286622014,0.04549705315518745,0.16173540972654793,minkowski,,,,,,,,-1.0,29.0,,,2.0,,,,-0.09177351106942068,,,,,,,,uniform
e45fb319,,Selumetinib,kd_tree,,,,,,,,,,,,,30.0,,,,,0.19136732259236175,0.05419630605884932,0.17782059888315513,minkowski,,,,,,,,-1.0,20.0,,,4.0,,,,-0.02020805145599347,,,,,,,,uniform
e45fb319,,Sorafenib,kd_tree,,,,,,,,,,,,,30.0,,,,,0.14063896861814115,0.036009094098695016,0.1039343819105697,minkowski,,,,,,,,-1.0,29.0,,,4.0,,,,-0.04633994735858882,,,,,,,,uniform
e45fb319,,TAE684,ball_tree,,,,,,,,,,,,,30.0,,,,,0.2104572183854293,0.06312613797037102,0.19642639414292104,minkowski,,,,,,,,-1.0,24.0,,,1.0,,,,-0.024349994949454782,,,,,,,,distance
2cc80c6c,,AZD7762,kd_tree,,,,,,,,,,,,,30.0,,,,,0.13627117958000715,0.03344661986113577,0.08919175538457791,minkowski,,,,,,,,-1.0,17.0,,,3.0,,,,0.5452344106329081,,,,,,,,uniform
2cc80c6c,,BMS-536924,kd_tree,,,,,,,,,,,,,30.0,,,,,0.1921468000958048,0.05424465501909132,0.16338520266728002,minkowski,,,,,,,,-1.0,23.0,,,3.0,,,,0.24658088643028875,,,,,,,,distance
2cc80c6c,,Bexarotene,kd_tree,,,,,,,,,,,,,30.0,,,,,0.10399085063455088,0.018073732513752917,0.08638279871929304,minkowski,,,,,,,,-1.0,26.0,,,2.0,,,,0.08723263390105117,,,,,,,,distance
2cc80c6c,,Bleomycin,kd_tree,,,,,,,,,,,,,30.0,,,,,0.22095497727125105,0.07044831389307875,0.19143363738560576,minkowski,,,,,,,,-1.0,22.0,,,1.0,,,,0.23923737201723685,,,,,,,,uniform
2cc80c6c,,Bortezomib,ball_tree,,,,,,,,,,,,,30.0,,,,,0.1850775634893736,0.0636237625706783,0.12290324364031713,minkowski,,,,,,,,-1.0,13.0,,,1.0,,,,0.06987339350115772,,,,,,,,distance
2cc80c6c,,Entinostat,kd_tree,,,,,,,,,,,,,30.0,,,,,0.16931803030169845,0.04557510290583098,0.13574614206071922,minkowski,,,,,,,,-1.0,18.0,,,2.0,,,,0.3496701676935117,,,,,,,,distance
2cc80c6c,,GDC-0941,ball_tree,,,,,,,,,,,,,30.0,,,,,0.17679915256874368,0.046619464019675386,0.15775944470841846,minkowski,,,,,,,,-1.0,15.0,,,1.0,,,,0.2805561741152277,,,,,,,,distance
2cc80c6c,,GW-843682X,ball_tree,,,,,,,,,,,,,30.0,,,,,0.2700340036276937,0.10231836472422763,0.2461328851802321,minkowski,,,,,,,,-1.0,26.0,,,1.0,,,,0.08702256319579305,,,,,,,,distance
2cc80c6c,,Gemcitabine,ball_tree,,,,,,,,,,,,,30.0,,,,,0.23790285499848504,0.08294153994759665,0.20654839607487865,minkowski,,,,,,,,-1.0,26.0,,,2.0,,,,0.15654599516561984,,,,,,,,distance
